sensor1_x,sensor1_y,sensor1_z,sensor2_x,sensor2_y,sensor2_z,sensor3_x,sensor3_y,sensor3_z,sensor4_x,sensor4_y,sensor4_z,sensor5_x,sensor5_y,sensor5_z
-0.0975,0.6876,9.4363,-0.6245,0.338,9.4904,-0.6815,0.4873,9.7447,-0.9512,0.6334,9.5863,-0.5573,0.7767,9.7464
-0.1002,0.5967,9.6601,-0.3915,0.6052,9.5206,-0.5565,0.5275,9.527,-0.7724,0.6205,9.8179,-0.3538,0.777,9.6637
-0.0113,0.6199,9.6261,-0.2637,0.5032,9.6256,-0.6586,0.5691,9.6092,-0.5896,0.8586,9.5345,-0.3778,0.869,9.5203
-0.0329,0.5641,9.6479,-0.2004,0.4988,9.5073,-0.2184,0.4575,9.5667,-0.4062,0.9079,9.6686,-0.1334,0.7647,9.5954
0.191,0.5674,9.6708,-0.1521,0.2781,9.7016,-0.2297,0.3032,9.5784,-0.2603,0.626,9.6313,0.0086,0.7126,9.5868
0.2482,0.4178,9.5168,0.0761,0.3612,9.6905,-0.1077,0.1747,9.4254,-0.1211,0.4132,9.8191,0.0636,0.5583,9.425
0.2944,0.5461,9.7144,0.3283,0.0196,9.6905,0.1155,0.1571,9.9211,-0.0267,0.2308,9.9286,0.2796,0.3348,9.7422
0.4674,-0.1039,9.8354,0.3362,-0.0941,9.8428,0.0166,-0.113,9.596,0.124,0.2236,9.7234,0.3542,0.1044,9.8966
0.5562,-0.0376,9.8237,0.4493,-0.0803,9.9018,0.382,-0.3546,9.8149,-0.0752,0.0273,9.6822,0.5355,0.0683,9.9014
0.5216,-0.2424,9.8805,0.4824,-0.3113,9.8464,0.4556,-0.3123,9.7633,0.5241,-0.2595,10.0262,0.5014,-0.3266,9.8722
0.7653,-0.4518,10.0923,0.7692,-0.3982,9.8907,0.552,-0.545,9.9824,0.4189,-0.3301,10.0373,0.7672,-0.3302,9.9527
0.7401,-0.3906,10.1156,0.8225,-0.6895,10.2564,0.4977,-0.7067,10.125,0.4854,-0.2432,9.9219,0.4643,-0.3605,10.0193
0.8684,-0.4741,10.0447,0.7635,-0.7638,10.1126,0.5018,-0.5683,9.9331,0.6252,-0.6175,9.9164,0.627,-0.4276,9.9228
0.8348,-0.7526,10.1333,0.6522,-0.8828,10.0655,0.6479,-0.7899,10.0929,0.4506,-0.6713,10.0465,0.6206,-0.5557,10.0305
0.7622,-0.6597,10.0472,0.7177,-0.7202,10.1371,0.5051,-0.7944,10.1704,0.4738,-0.4426,10.1873,0.6754,-0.5133,10.2464
0.8126,-0.4539,10.1677,0.5603,-0.545,10.2717,0.3958,-0.9777,10.4263,0.4207,-0.5746,10.0644,0.6269,-0.3674,10.2408
0.5846,-0.4223,10.3634,0.5896,-0.5839,10.1688,0.283,-0.6989,10.3269,0.1955,-0.6007,10.2439,0.2826,-0.4531,10.3399
0.2819,-0.4035,10.0461,0.4966,-0.522,10.3701,-0.0524,-0.7042,10.3391,0.023,-0.353,10.2793,0.3885,-0.3541,10.3016
0.5192,-0.2312,10.1505,0.1285,-0.567,10.3005,-0.0889,-0.4505,10.1852,-0.0682,-0.442,10.2122,0.3462,-0.0473,10.3987
0.0141,-0.0084,10.2008,0.17,-0.233,10.2423,-0.0057,-0.1745,10.3569,-0.2597,-0.1676,10.1693,0.0623,0.0923,10.3258
0.0058,0.0957,10.16,-0.1629,-0.0723,10.2412,-0.144,0.1533,10.0912,-0.214,0.1748,10.3534,-0.0374,0.2651,10.1989
-0.1064,0.214,10.342,-0.1398,-0.0065,10.2563,-0.2903,0.0758,10.1625,-0.5028,0.2737,10.17,-0.2828,0.3926,10.09
-0.2432,0.5162,10.097,-0.6713,0.0405,10.1548,-0.691,0.3398,10.0851,-0.4427,0.4234,10.1837,-0.5059,0.5943,10.0112
-0.6567,0.5595,10.0531,-0.5839,0.3122,9.9872,-0.5831,0.4852,10.287,-0.6868,0.5143,10.0565,-0.5046,0.7115,10.1537
-0.3556,0.6341,9.9523,-0.6302,0.2865,9.8875,-0.5718,0.4305,9.8997,-0.6466,0.7542,10.0908,-0.5059,0.7464,9.9746
-0.5332,0.6287,10.0386,-0.6611,0.3209,10.0554,-0.8316,0.5754,9.9778,-0.9183,0.7292,9.9825,-0.5163,0.7056,10.0734
-0.3629,0.6037,9.8092,-0.6413,0.5092,9.8005,-0.7948,0.5585,10.086,-0.8014,0.7274,9.8751,-0.5997,0.9657,10.0253
-0.6955,0.5668,9.7417,-0.577,0.4616,9.8607,-0.8975,0.6136,9.8668,-0.8642,0.6561,9.996,-0.4781,0.7836,9.7635
-0.4236,0.4412,9.7045,-0.3965,0.4558,9.6131,-0.9422,0.5219,9.7841,-0.7239,0.8304,9.8695,-0.6084,0.6715,9.9402
-0.4526,0.3072,9.8237,-0.6069,0.3914,9.8039,-0.7458,0.4548,9.7154,-0.5901,0.4649,9.6107,-0.4518,0.5746,9.6659
-0.3598,0.2963,9.6216,-0.4675,0.2882,9.6917,-0.3879,0.1962,9.7438,-0.4578,0.6227,9.7807,-0.3889,0.3535,9.6371
-0.2247,0.1523,9.6721,-0.3125,-0.0377,9.4893,-0.6379,0.2102,9.8328,-0.6059,0.3979,9.5586,-0.1624,0.3122,9.4654
0.0023,0.1866,9.5846,-0.0568,0.0217,9.7011,-0.2758,-0.0634,9.8092,-0.1153,0.3056,9.6991,0.0387,0.1247,9.5051
0.0436,-0.2927,9.478,-0.0094,-0.3128,9.6525,-0.2631,-0.3032,9.475,-0.2371,0.0917,9.511,-0.0036,-0.0882,9.6323
0.2564,-0.3097,9.3073,-0.0111,-0.529,9.5705,-0.0687,-0.4043,9.7344,0.0206,-0.1493,9.5046,0.2374,-0.18,9.8473
0.3796,-0.2953,9.5875,0.095,-0.5973,9.4751,0.2249,-0.2486,9.3276,0.0574,-0.4391,9.4667,0.3566,-0.4035,9.4399
0.52,-0.5535,9.5412,0.3594,-0.5615,9.6215,0.2311,-0.577,9.3875,0.2403,-0.6718,9.6895,0.2857,-0.5659,9.55
0.6806,-0.6692,9.5859,0.5456,-0.8255,9.4563,0.4002,-0.609,9.5672,0.5226,-0.4961,9.4661,0.5411,-0.4936,9.5919
0.8577,-0.8776,9.6372,0.6344,-0.8965,9.531,0.528,-0.75,9.5263,0.4601,-0.4766,9.6115,0.7083,-0.6641,9.711
0.8205,-0.5341,9.932,0.6681,-0.7796,9.6518,0.6229,-0.68,9.7731,0.5804,-0.5425,9.739,0.7888,-0.6317,9.7723
0.9354,-0.6617,9.6814,0.5127,-0.7099,9.7155,0.4025,-0.7701,9.7366,0.4455,-0.584,9.7139,0.8549,-0.5118,9.7174
0.8995,-0.3701,9.9638,0.8394,-0.617,9.6822,0.5827,-0.5867,9.6099,0.4878,-0.4291,9.7575,0.6238,-0.412,9.7579
0.7569,-0.5332,9.876,0.6586,-0.3775,9.8897,0.558,-0.4378,9.6979,0.3736,-0.2026,9.7379,0.7156,-0.2729,9.8557
0.7705,-0.3096,9.952,0.5268,-0.3147,10.1474,0.4366,-0.3547,10.1054,0.4001,-0.3072,9.8959,0.7493,-0.2293,9.7722
0.583,-0.1752,9.9948,0.6298,-0.1593,9.9584,0.2407,-0.1544,9.9645,0.1863,-0.0339,10.1864,0.5582,0.0679,10.0167
0.5538,0.0398,9.968,0.4131,-0.1846,10.1167,0.2108,-0.0246,9.96,0.3033,0.0588,10.3144,0.4755,-0.0331,10.13
0.3147,0.1148,10.0498,0.253,0.0664,10.1226,0.1991,0.1092,10.0858,-0.0791,0.3126,10.0879,0.302,0.3302,10.0024
0.1548,0.4707,10.142,0.0882,0.1362,10.1058,-0.0934,0.3848,10.2487,0.0621,0.3675,10.1745,0.1214,0.4135,10.2837
0.2072,0.5905,10.3393,0.0651,0.2689,10.033,-0.1588,0.5531,10.2548,-0.1422,0.6782,10.1351,-0.1199,0.5106,10.257
-0.1544,0.5656,10.2908,-0.1242,0.4557,10.4201,-0.5005,0.4108,10.0741,-0.7215,0.9385,10.4142,-0.1107,0.645,10.4838
-0.0228,0.7785,10.311,-0.342,0.4532,10.3014,-0.6803,0.597,10.4398,-0.4322,0.7185,10.3294,-0.2724,0.6845,10.2232
-0.2749,0.5542,10.341,-0.3094,0.4028,10.0919,-0.6592,0.442,10.4624,-0.757,0.732,10.2285,-0.4723,0.9349,10.2088
-0.1559,0.5846,10.2868,-0.6219,0.4522,10.2647,-0.9616,0.5894,10.327,-0.8978,0.6898,10.4037,-0.4025,0.9699,10.3337
-0.2278,0.6107,10.2808,-0.4342,0.2857,10.2516,-0.9922,0.4477,10.2427,-0.8245,0.6996,10.2638,-0.6155,0.7117,10.2266
-0.3323,0.4928,10.0317,-0.5003,0.094,10.2575,-1.013,0.5103,10.1066,-0.8264,0.7158,10.2276,-0.602,0.7994,10.3115
-0.4053,0.3982,10.0892,-0.7532,0.076,10.3127,-0.9874,0.3196,10.4142,-0.8944,0.675,10.1896,-0.4146,0.7526,10.1788
-0.0503,0.2006,10.1998,-0.6241,-0.1295,10.2534,-1.0104,-0.0369,10.2083,-0.8253,0.3243,10.035,-0.5684,0.6038,10.2141
-0.2157,0.134,10.098,-0.6238,-0.0916,10.1392,-0.8294,-0.0527,10.0619,-0.7599,0.3011,10.1534,-0.4256,0.2393,10.1188
-0.0337,-0.177,10.0476,-0.5985,-0.4301,10.1593,-0.8929,-0.2854,10.0746,-0.6444,-0.0608,10.2354,-0.2788,0.1671,10.1532
-0.0209,-0.4639,9.985,-0.3941,-0.6514,10.1165,-0.6692,-0.5541,10.0279,-0.7454,0.0184,9.9212,-0.1501,0.0169,10.0471
0.0482,-0.6423,9.9331,-0.214,-0.7432,9.9776,-0.7031,-0.5528,9.8806,-0.4654,-0.2594,9.9331,0.0661,-0.0926,10.0631
0.3818,-0.5429,9.9559,-0.2043,-0.7706,9.9588,-0.5232,-0.4782,9.9332,-0.4103,-0.2352,10.0389,0.2115,-0.232,9.7933
0.5353,-0.9685,9.9036,0.0342,-1.0616,9.801,-0.434,-0.7872,9.8642,-0.0235,-0.0583,9.9651,0.4549,-0.3115,9.8397
0.5264,-0.721,9.9329,0.1563,-0.9398,9.7245,-0.289,-0.757,9.8753,0.2343,-0.2559,9.8447,0.3963,-0.3547,9.7319
0.485,-1.1134,9.6786,0.0896,-0.9307,9.7597,-0.0719,-0.7301,9.6458,0.1246,-0.3063,9.8392,0.8497,-0.364,9.6892
0.7565,-1.0331,9.6487,0.3168,-0.9327,9.7204,0.0484,-0.5304,9.7371,0.3543,-0.2311,9.8321,0.9373,-0.3867,9.6808
0.8146,-0.8705,9.5249,0.3057,-0.9227,9.6192,0.1116,-0.4277,9.6621,0.5686,-0.1846,9.7824,0.9617,-0.3695,9.667
1.0595,-0.5635,9.7284,0.4448,-0.8269,9.6281,0.0085,-0.4014,9.6744,0.626,-0.0112,9.5696,1.1005,-0.3028,9.5011
0.9778,-0.3993,9.6216,0.3143,-0.7286,9.5709,0.2478,-0.1686,9.6242,0.6132,0.1221,9.5832,1.1159,-0.2087,9.6536
0.9145,-0.4894,9.4774,0.3128,-0.3335,9.4759,-0.0229,-0.0306,9.4937,0.6702,0.3177,9.4744,1.3899,-0.1474,9.7608
0.6415,-0.499,9.7197,0.2879,-0.1422,9.6973,0.18,0.2068,9.7849,0.8209,0.45,9.7443,1.204,0.1835,9.6275
0.9318,-0.3218,9.6705,0.1038,-0.1714,9.7733,0.1506,0.5014,9.6906,0.8419,0.4672,9.7528,1.1203,0.2691,9.7503
0.5466,-0.0901,9.6632,-0.0644,0.0908,9.6846,0.0184,0.6666,9.4984,0.544,0.7883,9.5669,1.0503,0.163,9.7114
0.3871,0.0846,9.5874,-0.0148,0.3913,9.7431,0.0653,0.9117,9.7453,0.8598,0.8262,9.6321,0.9549,0.3951,9.7597
0.4212,0.0563,9.5806,-0.2416,0.2858,9.6307,-0.0078,0.8139,9.7639,0.6632,1.1237,9.8937,0.7343,0.5062,9.8518
0.1828,0.0929,9.8227,-0.3591,0.3815,9.7709,-0.0633,0.9751,9.8232,0.5779,0.9252,9.7976,0.7201,0.6654,9.7463
-0.0669,0.2248,9.6884,-0.8053,0.5032,9.7128,-0.3354,1.0632,9.7134,0.2273,1.0652,9.7403,0.6105,0.4445,9.6359
-0.3007,0.0273,9.8939,-0.7029,0.5833,9.8345,-0.4216,1.0779,9.856,0.3244,1.0154,9.7565,0.1784,0.5964,9.8306
-0.5294,0.1955,9.7983,-0.8282,0.4333,9.8835,-0.5629,1.0476,9.9713,0.1582,0.905,10.0341,0.2079,0.5069,9.7245
-0.6656,0.0758,9.8357,-1.1439,0.3562,9.893,-0.7327,0.9721,9.8141,0.1146,0.6279,9.9755,0.1045,0.0578,10.0103
-0.7263,-0.0884,10.1194,-1.206,0.3182,10.0998,-0.7394,0.9771,9.9525,-0.067,0.6046,10.1936,0.1211,0.0586,9.9373
-0.7041,-0.236,9.9107,-1.1174,0.0863,10.1356,-0.7478,0.6335,10.131,-0.0096,0.3986,10.1417,-0.1518,-0.0943,10.0853
-0.7067,-0.3532,10.218,-1.1898,0.1577,9.883,-0.6506,0.5176,10.1953,-0.2621,0.2875,10.0509,-0.3389,-0.2227,10.2
-1.0441,-0.5687,9.9719,-1.0636,-0.2591,9.964,-0.7093,0.4239,10.0469,-0.1078,0.0623,9.9755,-0.1748,-0.2905,9.854
-1.0784,-0.4833,9.7431,-1.224,-0.3005,10.1315,-0.845,0.2482,9.6605,-0.0683,-0.1256,9.9531,-0.4215,-0.5293,10.0422
-1.0405,-0.5107,10.0401,-1.0792,-0.222,9.9181,-0.3825,-0.1867,10.0316,0.0,-0.1508,10.036,-0.3393,-0.7328,10.0982
-0.9405,-0.7481,10.0817,-0.8999,-0.4455,9.9592,-0.5561,-0.1161,10.0408,-0.0394,-0.5674,9.9691,-0.4514,-0.9285,10.0494
-0.8246,-0.7983,10.0232,-0.8218,-0.3228,9.9233,-0.5168,0.0732,9.996,-0.0576,-0.5713,9.9493,-0.1684,-1.0441,9.9186
-0.7442,-0.9154,9.9137,-0.7945,-0.5944,9.8911,-0.0815,-0.2711,9.8297,0.1501,-0.7315,9.679,-0.2535,-1.0305,10.1698
-0.4821,-0.8657,9.7623,-0.5278,-0.2581,9.7256,-0.0971,-0.1035,9.8129,0.3038,-0.5887,9.8097,-0.0029,-1.0734,9.8304
-0.4003,-0.8537,9.7494,-0.2884,-0.403,9.6342,0.0686,-0.2677,9.9418,0.3299,-0.67,9.6014,0.1126,-1.0145,9.7397
-0.4293,-0.6763,9.8049,-0.2014,-0.4216,9.6574,0.3376,-0.3911,9.6611,0.5679,-0.7132,9.7564,-0.0548,-0.8751,9.8248
-0.0917,-0.5215,9.6,-0.203,-0.1534,9.704,0.4618,-0.2079,9.4968,0.7483,-0.6981,9.6503,0.3329,-0.8326,9.6746
0.1061,-0.3049,9.5536,-0.0103,-0.0474,9.5513,0.5898,0.0509,9.5604,0.6367,-0.4503,9.7487,0.4171,-0.7244,9.4699
0.1387,-0.1642,9.3938,0.2762,0.2538,9.5452,0.7502,-0.0217,9.4904,0.9154,-0.5243,9.4885,0.4825,-0.5013,9.5598
0.2233,-0.1919,9.321,0.3317,0.4042,9.197,0.6817,0.3878,9.5448,0.9321,-0.1059,9.5398,0.643,-0.3146,9.6314
0.4382,0.0056,9.345,0.4416,0.5498,9.6397,0.9739,0.3976,9.4654,0.963,0.134,9.4078,0.7788,-0.2086,9.5823
0.38,0.4554,9.4642,0.497,0.6683,9.345,1.0324,0.4724,9.3904,1.0514,0.269,9.3109,0.7391,0.2218,9.2883
0.2582,0.5549,9.3123,0.5199,0.8136,9.4944,0.8443,0.5883,9.2336,0.8901,0.2388,9.4403,0.5656,0.248,9.328
0.3434,0.4828,9.193,0.4989,0.8213,9.2302,0.7502,0.8157,9.305,1.0396,0.5671,9.4382,0.7316,0.345,9.4142
0.1489,0.5659,9.2884,0.5416,0.8002,9.3738,0.8404,0.7913,9.2638,0.8297,0.625,9.3708,0.5145,0.442,9.285
0.2642,0.8519,9.231,0.4292,0.808,9.4601,0.7119,0.5438,9.3895,0.6457,0.4736,9.1866,0.5045,0.5101,9.4861
0.1413,0.6399,9.3888,0.1192,0.705,9.2462,0.4915,0.755,9.3368,0.4741,0.5575,9.3247,0.2221,0.4344,9.5445
-0.0891,0.6469,9.2902,0.1299,0.8815,9.3457,0.3717,0.8153,9.3104,0.4218,0.3477,9.2976,0.185,0.4623,9.4177
-0.1638,0.489,9.4048,-0.187,0.6239,9.3144,0.4715,0.5488,9.255,0.3433,0.3619,9.2573,-0.231,0.38,9.3926
-0.3007,0.3584,9.4156,0.0331,0.5702,9.5534,-0.0428,0.6034,9.4708,-0.0104,0.3796,9.4507,0.0128,0.1417,9.5242
-0.5828,0.1881,9.5705,-0.091,0.2902,9.4149,-0.1192,0.3329,9.3994,-0.0868,0.132,9.6993,-0.0894,0.0747,9.4388
-0.5348,-0.0632,9.5196,-0.48,0.1257,9.7707,-0.213,0.0962,9.4686,-0.1162,-0.209,9.413,-0.5377,0.0038,9.4166
-0.4306,-0.0928,9.6866,-0.5184,-0.0291,9.6619,-0.3543,0.0413,9.6972,-0.133,-0.1996,9.6921,-0.5544,-0.3969,9.3878
-0.6866,-0.2398,9.683,-0.4899,-0.0713,9.6998,-0.538,-0.0896,9.8199,-0.4373,-0.3159,9.7791,-0.517,-0.4883,9.7176
-0.7608,-0.4786,9.8929,-0.5388,-0.3971,9.8915,-0.452,-0.45,9.6455,-0.5564,-0.5015,9.8554,-0.6251,-0.6986,9.8
-0.8572,-0.5947,9.8291,-0.777,-0.2823,9.7528,-0.4035,-0.4031,9.7325,-0.5396,-0.5325,9.8762,-0.7706,-0.6854,9.8097
-0.9461,-0.5934,9.9325,-0.7852,-0.5085,9.704,-0.5874,-0.5269,9.8392,-0.6551,-0.6147,9.9355,-0.7809,-0.8308,9.9717
-0.7352,-0.6941,10.0034,-0.7309,-0.3607,10.0751,-0.3804,-0.5439,9.9196,-0.3144,-0.7325,9.757,-0.6811,-0.789,10.0224
-0.8146,-0.7607,9.9005,-0.6296,-0.6187,9.7775,-0.5126,-0.5356,9.8969,-0.535,-0.7042,10.1284,-0.6881,-0.6889,10.1886
-0.641,-0.5676,9.9699,-0.4629,-0.4146,10.0826,-0.3846,-0.504,10.0105,-0.4109,-0.6067,9.815,-0.4299,-0.6577,10.0982
-0.5054,-0.6488,10.0093,-0.4659,-0.5444,9.9804,-0.2802,-0.5298,10.1152,-0.2332,-0.7073,10.184,-0.6083,-0.7101,10.0082
-0.3969,-0.4899,10.1274,-0.3533,-0.3583,10.0507,-0.1445,-0.5391,9.9163,-0.1589,-0.4086,10.3097,-0.3362,-0.6536,10.2017
-0.1089,-0.3319,9.9923,-0.1783,-0.3778,9.9179,0.1272,-0.2524,10.1184,0.0438,-0.2707,9.9454,0.0403,-0.4108,10.0816
-0.105,-0.2576,10.1248,-0.2357,-0.0537,10.1188,0.1594,0.0236,9.9788,0.2481,-0.1482,10.052,0.1028,-0.3521,9.9522
0.1405,0.0204,10.0052,0.0296,0.1582,10.0248,0.2663,0.3089,9.9563,0.3691,-0.0041,10.1258,0.2177,-0.2189,10.1552
0.0837,0.3499,10.1327,0.347,0.3706,9.8935,0.4576,0.2677,9.9426,0.3817,0.2196,10.0785,0.3233,-0.0612,10.0434
0.1895,0.2339,9.9975,0.2552,0.5596,10.0353,0.62,0.589,9.9369,0.926,0.2116,9.9994,0.3474,0.4098,9.8695
0.2616,0.5303,9.993,0.2414,0.6485,9.8832,0.5013,0.5852,9.748,0.6815,0.4298,9.9107,0.4735,0.3246,9.8683
0.3626,0.7172,9.7385,0.4916,0.7293,9.928,0.7371,0.8132,9.7331,0.6342,0.3785,9.7476,0.3477,0.3394,9.8337
0.3916,0.4922,9.7157,0.6046,0.7326,9.882,0.8229,0.8058,9.7484,0.8061,0.4326,9.9772,0.5045,0.5225,9.636
0.5853,0.5499,9.7508,0.5833,0.6178,9.7974,0.8181,0.8055,9.97,0.9726,0.4624,9.7917,0.5749,0.4313,9.6962
0.6166,0.6839,9.6772,0.5693,0.8768,9.6501,0.5895,0.8097,9.6099,0.7397,0.4974,9.6773,0.6147,0.542,9.7464
0.4727,0.7503,9.5171,0.538,0.7566,9.5642,0.747,0.7935,9.4318,0.6841,0.663,9.6159,0.4133,0.4915,9.63
0.5801,0.5342,9.4303,0.4555,0.5798,9.3736,0.6378,0.6547,9.5983,0.6186,0.4306,9.5738,0.4851,0.1887,9.4526
0.2926,0.2095,9.4918,0.2924,0.4277,9.5046,0.5304,0.4397,9.5644,0.6003,0.2442,9.5649,0.4311,0.3278,9.4604
0.0564,0.1474,9.389,0.4134,0.4196,9.4328,0.5091,0.3869,9.4401,0.5393,0.0958,9.3937,0.1099,0.0934,9.461
-0.0471,0.0239,9.5927,0.2306,0.1787,9.3808,0.4336,0.086,9.3782,0.5,-0.0523,9.6941,0.1635,-0.2176,9.5713
-0.3057,-0.1063,9.5289,0.0311,-0.0604,9.4958,0.0744,0.1619,9.3835,0.0509,-0.2657,9.4281,-0.1402,-0.2846,9.2076
-0.2694,-0.2523,9.4321,-0.1024,-0.1723,9.5767,0.0714,-0.2994,9.4333,0.0362,-0.3828,9.5172,-0.0175,-0.5335,9.198
-0.5291,-0.3736,9.2365,-0.079,-0.111,9.2176,-0.2148,-0.4343,9.2662,-0.1837,-0.6803,9.4312,-0.313,-0.3656,9.4661
-0.4498,-0.5217,9.5183,-0.2059,-0.3766,9.3955,-0.2994,-0.5845,9.3419,-0.3262,-0.5716,9.4822,-0.5241,-0.703,9.3096
-0.6502,-0.583,9.3838,-0.5215,-0.4778,9.4041,-0.3383,-0.5061,9.4487,-0.5723,-0.7491,9.4434,-0.7587,-0.6581,9.4878
-0.647,-0.6402,9.558,-0.8271,-0.3939,9.484,-0.4586,-0.6831,9.5679,-0.3938,-0.8786,9.4952,-0.6415,-1.0284,9.3154
-0.8314,-0.6402,9.574,-0.659,-0.6728,9.4542,-0.4577,-0.7494,9.461,-0.6086,-0.7184,9.4964,-0.5583,-0.509,9.4582
-0.7131,-0.564,9.5981,-0.6413,-0.3638,9.4058,-0.4936,-0.4418,9.5124,-0.7297,-0.6235,9.5551,-0.569,-0.577,9.5094
-0.8307,-0.4704,9.4752,-0.6641,-0.3759,9.5736,-0.5272,-0.4852,9.562,-0.4933,-0.391,9.565,-0.7362,-0.6789,9.5867
-1.0079,-0.4841,9.6142,-0.7782,-0.3823,9.7889,-0.4577,-0.4936,9.6469,-0.5314,-0.6008,9.6846,-0.7734,-0.481,9.7322
-0.7423,-0.3455,9.7151,-0.6086,-0.0047,9.5363,-0.3443,-0.1949,9.7951,-0.48,-0.3679,9.717,-0.3847,-0.2943,9.7344
-0.5716,-0.0063,10.0156,-0.7002,0.0086,9.8759,-0.4343,-0.1275,9.9123,-0.3267,-0.1482,9.925,-0.6064,-0.3609,9.9189
-0.53,-0.0344,9.7922,-0.3519,0.427,9.7531,-0.0341,-0.0661,9.929,-0.1072,-0.1392,10.0222,-0.5424,-0.0772,9.9242
-0.4874,0.1158,10.0142,-0.3696,0.4206,9.8079,-0.1349,0.1952,10.1159,-0.1186,0.0846,9.8653,-0.2193,0.1482,9.7578
-0.3184,0.4797,10.039,-0.1552,0.6463,9.9056,0.2137,0.4392,9.9359,0.2495,0.2936,10.0583,-0.1339,0.0988,9.9083
-0.1834,0.5205,10.1334,0.0489,0.6217,10.0074,0.116,0.6105,10.0732,0.3977,0.326,9.9799,0.0844,0.3512,9.8123
-0.1176,0.5261,10.1419,0.131,0.7604,9.9687,0.4276,0.7866,9.9319,0.3721,0.3647,9.9959,0.1794,0.5415,10.0433
-0.1113,0.6356,9.9661,0.2421,0.7778,10.0578,0.6125,0.9656,9.8908,0.7049,0.6439,9.9437,0.1947,0.2499,10.0506
0.0879,0.7682,10.1071,0.333,1.0206,10.2512,0.5905,0.7776,9.9477,0.7025,0.674,10.0833,0.4658,0.2137,9.8247
0.3166,0.6063,10.0697,0.4381,0.8301,9.821,0.9661,0.8137,10.2237,0.829,0.4296,10.0809,0.4104,0.3815,10.0224
0.3903,0.6657,9.9273,0.6758,1.1312,9.9568,0.9703,0.846,9.8689,0.9791,0.3387,9.9982,0.2821,0.2978,9.9053
0.2112,0.7481,10.0824,0.5263,0.708,9.9595,0.7218,0.6973,10.0126,0.871,0.6859,10.0245,0.5678,0.3786,9.9346
0.5211,0.538,9.9248,0.5307,0.7596,9.8485,0.9366,0.4738,9.772,0.9125,0.1637,9.8836,0.4786,0.1165,9.9213
0.4146,0.3755,9.8558,0.5837,0.4498,9.9041,0.6689,0.2679,9.7656,0.7067,0.0439,9.7729,0.4566,-0.1404,9.7044
0.2578,0.2083,9.8397,0.6898,0.3921,9.7233,0.7646,0.1658,9.8989,0.7926,-0.12,9.5631,0.5169,-0.2523,9.6831
0.0736,0.1555,9.5371,0.6095,0.1393,9.7648,0.8522,-0.0371,9.6937,0.7589,-0.5403,9.6962,0.323,-0.3593,9.6517
-0.0884,-0.2236,9.7067,0.3806,0.0739,9.6416,0.764,-0.1483,9.5963,0.444,-0.511,9.663,0.2684,-0.6442,9.554
-0.024,-0.296,9.4711,0.2593,-0.0551,9.7502,0.6929,-0.6355,9.4142,0.5544,-0.6504,9.5635,0.089,-0.5465,9.5039
-0.1442,-0.3932,9.462,0.1039,-0.2334,9.532,0.7074,-0.505,9.4143,0.1718,-0.8237,9.4133,-0.0966,-0.7775,9.6335
-0.3506,-0.5174,9.5822,0.0619,-0.3366,9.5336,0.4612,-0.5608,9.3567,0.2722,-0.9318,9.3717,-0.3428,-0.9692,9.4526
-0.3855,-0.501,9.3691,-0.109,-0.3208,9.4435,0.3816,-0.5393,9.2967,0.0192,-1.1243,9.4394,-0.7095,-0.9539,9.3275
-0.5878,-0.4474,9.3959,-0.2373,-0.2108,9.3941,0.2234,-0.5385,9.4812,-0.3219,-1.0317,9.3103,-0.8573,-0.7953,9.3147
-0.9009,-0.4538,9.3622,-0.1698,-0.0901,9.2273,-0.0117,-0.6468,9.2883,-0.3365,-0.9979,9.4866,-0.7888,-0.9461,9.2794
-0.8453,-0.2602,9.3108,-0.1204,-0.3283,9.3153,-0.0112,-0.5673,9.3168,-0.5249,-1.0654,9.3709,-1.0276,-0.7614,9.2638
-0.9482,-0.1766,9.2115,-0.2577,-0.0121,9.2645,-0.125,-0.517,9.2553,-0.6501,-0.7334,9.2191,-1.2177,-0.4263,9.3664
-0.8968,-0.05,9.2125,-0.1377,0.0838,9.2634,-0.1473,-0.5444,9.2521,-0.7475,-0.8363,9.2592,-1.2811,-0.577,9.2465
-1.0434,0.2978,9.1806,-0.1904,0.2685,9.3776,-0.0567,-0.3954,9.2324,-0.9939,-0.6318,9.1877,-1.4015,-0.3497,9.351
-0.8966,0.4885,9.3924,-0.1731,0.397,9.2837,-0.0607,-0.1,9.3854,-0.6948,0.0007,9.4479,-1.269,-0.096,9.4813
-0.9406,0.6359,9.2518,-0.1615,0.688,9.4034,-0.1358,-0.1211,9.3955,-0.6169,-0.1654,9.2986,-0.9897,0.1982,9.2635
-0.7528,0.9188,9.3689,-0.1071,0.5151,9.3772,-0.0246,-0.082,9.4075,-0.885,-0.161,9.4282,-0.8281,0.3535,9.3301
-0.5503,1.0104,9.5406,-0.0734,0.7113,9.6956,-0.0106,0.2564,9.5125,-0.7318,0.1132,9.5682,-0.9033,0.6645,9.3368
-0.199,1.0553,9.514,0.2234,0.7011,9.5582,0.0084,0.2772,9.5348,-0.6416,0.1194,9.649,-0.8768,0.4919,9.4769
-0.1051,0.9736,9.573,0.4213,0.6736,9.6174,0.3774,0.3361,9.7179,-0.547,0.3737,9.8429,-0.6657,0.7221,9.7449
